"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"BlackSmith HIT (Foil)","0","0","7","0","0.56","0.56","0.08","0.03","62.5","0.04","0.03","17","0.17","2016-08-01","508170"
"BlackSmith HIT","0","0","7","0","0.38","0.38","0.05","0.03","40.0","0.04","0.03","86","0.17","2016-08-01","508170"
"Slavistan (Foil)","0","0","6","0","23.05","23.05","3.84","0.04","99.0","0.03","0.03","7","0.18","2016-08-01","504770"
"Slavistan","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.03","0.03","194","0.18","2016-08-01","504770"
"Slain: Back from Hell (Foil)","0","0","5","0","1.21","1.21","0.24","0.05","79.2","0.04","0.16","16","0.18","2016-08-01","369070"
"Slain: Back from Hell","0","0","5","0","0.33","0.33","0.07","0.05","28.6","0.04","0.16","82","0.18","2016-08-01","369070"
"Zombie Camp (Foil)","0","0","5","0","20.30","20.30","4.06","0.09","97.8","0.09","0.24","3","0.23","2016-08-01","503410"
"Zombie Camp","0","0","5","0","0.44","0.44","0.09","0.09","0.0","0.09","0.24","26","0.23","2016-08-01","503410"
"The Secret Monster Society (Foil)","0","0","8","0","10.57","10.57","1.32","0.13","90.2","0.16","0.13","3","0.21","2016-07-31","495960"
"The Secret Monster Society","0","0","8","0","0.46","0.46","0.06","0.13","-116.7","0.16","0.13","29","0.21","2016-07-31","495960"
"Hero Generations: ReGen (Foil)","0","0","6","0","14.80","14.80","2.47","0.36","85.4","0.42","0.07","4","0.18","2016-07-31","443260"
"Hero Generations: ReGen","0","0","6","0","0.43","0.43","0.07","0.36","-414.3","0.42","0.07","36","0.18","2016-07-31","443260"
"Out of Reach (Foil)","0","0","8","0","2.61","2.61","0.33","0.04","87.9","0.05","0.05","14","0.21","2016-07-31","327090"
"Out of Reach","0","0","8","0","0.46","0.46","0.06","0.04","33.3","0.05","0.05","178","0.21","2016-07-31","327090"
"Klepto (Foil)","0","0","5","0","142.60","142.60","28.52","0.18","99.4","32.75","9.40","2","0.34","2016-07-30","403590"
"Klepto","0","0","5","0","0.65","0.65","0.13","0.18","-38.5","32.75","9.40","21","0.34","2016-07-30","403590"
"A Detective's Novel (Foil)","0","0","5","0","0.46","0.46","0.09","0.04","55.6","0.03","0.03","26","0.16","2016-07-30","503820"
"A Detective's Novel","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","1126","0.16","2016-07-30","503820"
"D.N.Age (Foil)","0","0","5","0","22.57","22.57","4.51","N/A","0.0","0.20","1.20","4","0.39","2016-07-29","497470"
"D.N.Age","0","0","5","0","0.75","0.75","0.15","N/A","0.0","0.20","1.20","26","0.39","2016-07-29","497470"
"$1 Ride (Foil)","0","0","5","0","0.71","0.71","0.14","0.06","57.1","0.03","0.03","86","0.21","2016-07-29","508290"
"$1 Ride","0","0","5","0","0.42","0.42","0.08","0.06","25.0","0.03","0.03","292","0.21","2016-07-29","508290"
"Neon Warp (Foil)","0","0","5","0","5.14","5.14","1.03","0.06","94.2","0.05","0.08","10","0.23","2016-07-29","485920"
"Shard Games (Foil)","0","0","5","0","0.69","0.69","0.14","0.05","64.3","0.03","0.03","21","0.18","2016-07-29","477180"
"Neon Warp","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.05","0.08","58","0.23","2016-07-29","485920"
"Shard Games","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.03","0.03","127","0.18","2016-07-29","477180"
"Grand Pigeon's Duty (Foil)","0","0","9","0","0.47","0.47","0.05","0.02","60.0","0.03","0.03","25","0.17","2016-07-29","449530"
"Grand Pigeon's Duty","0","0","9","0","0.35","0.35","0.04","0.02","50.0","0.03","0.03","1318","0.17","2016-07-29","449530"
"Kitten Rampage (Foil)","0","0","8","0","140.61","140.61","17.58","0.19","98.9","1.78","0.90","2","0.52","2016-07-29","434360"
"Kitten Rampage","0","0","8","0","1.23","1.23","0.15","0.19","-26.7","1.78","0.90","19","0.52","2016-07-29","434360"
"Totally Unbalanced (Foil)","0","0","10","0","1.36","1.36","0.14","0.03","78.6","0.04","0.04","15","0.22","2016-07-29","487330"
"Totally Unbalanced","0","0","10","0","0.48","0.48","0.05","0.03","40.0","0.04","0.04","1394","0.22","2016-07-29","487330"
"A Legend of Luca (Foil)","0","0","7","0","40.37","40.37","5.77","0.13","97.7","0.58","0.10","2","0.66","2016-07-29","433600"
"A Legend of Luca","0","0","7","0","1.35","1.35","0.19","0.13","31.6","0.58","0.10","22","0.66","2016-07-29","433600"
"Fly and Destroy","0","0","6","0","0.82","0.82","0.14","0.05","64.3","0.03","0.06","46","0.37","2016-07-29","508180"
"Fly and Destroy (Foil)","0","0","6","0","0.61","0.61","0.10","0.05","50.0","0.03","0.06","13","0.37","2016-07-29","508180"
"Axis Football 2016 (Foil)","0","0","7","0","78.66","78.66","11.24","0.08","99.3","0.18","0.12","3","0.52","2016-07-28","501190"
"Axis Football 2016","0","0","7","0","1.08","1.08","0.15","0.08","46.7","0.18","0.12","19","0.52","2016-07-28","501190"
"Hover Havoc (Foil)","0","0","7","0","20.52","20.52","2.93","0.08","97.3","262.84","0.10","3","0.38","2016-07-28","504500"
"Phantom Brave PC (Foil)","0","0","6","0","10.60","10.60","1.77","0.11","93.8","0.18","0.22","7","0.18","2016-07-28","409870"
"Hover Havoc","0","0","7","0","0.76","0.76","0.11","0.08","27.3","262.84","0.10","14","0.38","2016-07-28","504500"
"Phantom Brave PC","0","0","6","0","0.41","0.41","0.07","0.11","-57.1","0.18","0.22","87","0.18","2016-07-28","409870"
"SEUM: Speedrunners from Hell (Foil)","0","0","9","0","2.43","2.43","0.27","0.04","85.2","0.04","0.05","18","0.22","2016-07-28","457210"
"SEUM: Speedrunners from Hell","0","0","9","0","0.45","0.45","0.05","0.04","20.0","0.04","0.05","138","0.22","2016-07-28","457210"
"SpiritSphere (Foil)","0","0","11","0","42.11","42.11","3.83","0.04","99.0","0.36","0.20","3","0.26","2016-07-28","458170"
"Nightside (Foil)","0","0","5","0","8.53","8.53","1.71","0.06","96.5","0.03","0.03","7","0.21","2016-07-28","360390"
"ABZÛ (Foil)","0","0","6","0","7.55","7.55","1.26","0.08","93.7","0.05","0.06","20","0.26","2016-07-28","384190"
"ABZÛ","0","0","6","0","0.58","0.58","0.10","0.08","20.0","0.05","0.06","396","0.26","2016-07-28","384190"
"Nightside","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.03","0.03","53","0.21","2016-07-28","360390"
"SpiritSphere","0","0","11","0","0.53","0.53","0.05","0.04","20.0","0.36","0.20","38","0.26","2016-07-28","458170"
"FATED: The Silent Oath (Foil)","0","0","6","0","26.14","26.14","4.36","0.22","95.0","1.14","1.05","2","0.52","2016-07-28","401820"
"FATED: The Silent Oath","0","0","6","0","1.19","1.19","0.20","0.22","-10.0","1.14","1.05","13","0.52","2016-07-28","401820"
"Corona Blossom Vol.1 Gift From the Galaxy (Foil)","0","0","8","0","26.50","26.50","3.31","0.10","97.0","0.17","0.72","5","0.56","2016-07-28","496260"
"Corona Blossom Vol.1 Gift From the Galaxy","0","0","8","0","1.31","1.31","0.16","0.10","37.5","0.17","0.72","39","0.56","2016-07-28","496260"
"Headlander (Foil)","0","0","6","0","0.81","0.81","0.13","0.05","61.5","0.03","0.05","21","0.16","2016-07-28","340000"
"Headlander","0","0","6","0","0.33","0.33","0.06","0.05","16.7","0.03","0.05","157","0.16","2016-07-28","340000"
"Audio Arena (Foil)","0","0","7","0","22.38","22.38","3.20","0.15","95.3","0.52","1.44","5","0.49","2016-07-27","457770"
"Audio Arena","0","0","7","0","0.98","0.98","0.14","0.15","-7.1","0.52","1.44","21","0.49","2016-07-27","457770"
"Grizzly Valley (Foil)","0","0","5","0","3.26","3.26","0.65","0.04","93.8","0.03","0.03","50","0.16","2016-07-27","461520"
"Grizzly Valley","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","424","0.16","2016-07-27","461520"
"Neon Space 2 (Foil)","0","0","7","0","1.76","1.76","0.25","0.04","84.0","0.03","0.03","10","0.24","2016-07-27","505210"
"Neon Space 2","0","0","7","0","0.51","0.51","0.07","0.04","42.9","0.03","0.03","51","0.24","2016-07-27","505210"
"Francisca (Foil)","0","0","5","0","1.01","1.01","0.20","0.04","80.0","0.07","0.03","8","0.16","2016-07-27","501760"
"SEGA Mega Drive & Genesis Classics (Foil)","0","0","9","0","1.64","1.64","0.18","0.03","83.3","0.03","0.03","57","0.22","2016-07-27","34270"
"Francisca","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.07","0.03","86","0.16","2016-07-27","501760"
"SEGA Mega Drive & Genesis Classics","0","0","9","0","0.44","0.44","0.05","0.03","40.0","0.03","0.03","2079","0.22","2016-07-27","34270"
"The Amazing Shinsengumi: Heroes in Love (Foil)","0","0","6","0","25.53","25.53","4.25","0.36","91.5","0.12","3.20","5","0.26","2016-07-27","494440"
"The Amazing Shinsengumi: Heroes in Love","0","0","6","0","0.62","0.62","0.10","0.36","-260.0","0.12","3.20","26","0.26","2016-07-27","494440"
"Quatros Origins (Foil)","0","0","5","0","66.01","66.01","13.20","0.06","99.5","0.15","0.40","2","0.23","2016-07-26","421870"
"Quatros Origins","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.15","0.40","19","0.23","2016-07-26","421870"
"Tribal Pass (Foil)","0","0","7","0","0.42","0.42","0.06","0.03","50.0","0.03","0.03","26","0.17","2016-07-26","470270"
"Tribal Pass","0","0","7","0","0.35","0.35","0.05","0.03","40.0","0.03","0.03","212","0.17","2016-07-26","470270"
"Montaro (Foil)","0","0","5","0","14.06","14.06","2.81","0.20","92.9","0.28","0.05","16","0.26","2016-07-26","495890"
"Montaro","0","0","5","0","0.51","0.51","0.10","0.20","-100.0","0.28","0.05","805","0.26","2016-07-26","495890"
"Simple Ball: Extended Edition (Foil)","0","0","5","0","0.70","0.70","0.14","0.09","35.7","0.09","0.03","15","0.18","2016-07-26","487530"
"Simple Ball: Extended Edition","0","0","5","0","0.33","0.33","0.07","0.09","-28.6","0.09","0.03","35","0.18","2016-07-26","487530"
"Zipple World (Foil)","0","0","5","0","2.85","2.85","0.57","0.07","87.7","0.13","0.05","5","0.21","2016-07-26","433110"
"Human: Fall Flat (Foil)","0","0","7","0","0.69","0.69","0.10","0.03","70.0","0.05","0.05","190","0.14","2016-07-26","477160"
"Zipple World","0","0","5","0","0.41","0.41","0.08","0.07","12.5","0.13","0.05","28","0.21","2016-07-26","433110"
"Human: Fall Flat","0","0","7","0","0.30","0.30","0.04","0.03","25.0","0.05","0.05","22489","0.14","2016-07-26","477160"
"Riptide GP: Renegade (Foil)","0","0","10","0","27.27","27.27","2.73","0.04","98.5","2.52","0.06","3","0.30","2016-07-26","443860"
"Riptide GP: Renegade","0","0","10","0","0.69","0.69","0.07","0.04","42.9","2.52","0.06","28","0.30","2016-07-26","443860"
"Clock Simulator (Foil)","0","0","6","0","8.34","8.34","1.39","0.05","96.4","0.03","0.03","5","0.21","2016-07-26","501120"
"Clock Simulator","0","0","6","0","0.48","0.48","0.08","0.05","37.5","0.03","0.03","26","0.21","2016-07-26","501120"
"Just Deserts (Foil)","0","0","5","0","8.28","8.28","1.66","0.24","85.5","0.03","1.06","7","0.42","2016-07-26","488660"
"Just Deserts","0","0","5","0","0.81","0.81","0.16","0.24","-50.0","0.03","1.06","51","0.42","2016-07-26","488660"
"Orange Moon (Foil)","0","0","5","0","12.02","12.02","2.40","0.08","96.7","0.06","0.07","6","0.21","2016-07-26","432950"
"Orange Moon","0","0","5","0","0.42","0.42","0.08","0.08","0.0","0.06","0.07","36","0.21","2016-07-26","432950"
"Castle Invasion: Throne Out (Foil)","0","0","6","0","92.79","92.79","15.46","N/A","0.0","1.33","2.23","1","0.39","2016-07-25","504850"
"Kingdom Rush Frontiers (Foil)","0","0","6","0","2.69","2.69","0.45","0.05","88.9","0.06","0.05","24","0.21","2016-07-25","458710"
"Castle Invasion: Throne Out","0","0","6","0","0.89","0.89","0.15","N/A","0.0","1.33","2.23","14","0.39","2016-07-25","504850"
"Kingdom Rush Frontiers","0","0","6","0","0.49","0.49","0.08","0.05","37.5","0.06","0.05","178","0.21","2016-07-25","458710"
"Abyss Cave (Foil)","0","0","5","0","7.96","7.96","1.59","0.34","78.6","0.03","0.09","4","0.31","2016-07-25","348740"
"Abyss Cave","0","0","5","0","0.62","0.62","0.12","0.34","-183.3","0.03","0.09","22","0.31","2016-07-25","348740"
"Oddworld: Munch's Oddysee (Foil)","0","0","5","0","5.22","5.22","1.04","0.09","91.3","0.04","0.05","8","0.26","2016-07-24","15740"
"Oddworld: Munch's Oddysee","0","0","5","0","0.49","0.49","0.10","0.09","10.0","0.04","0.05","64","0.26","2016-07-24","15740"
"Shonen Idle Z (Foil)","0","0","6","0","30.19","30.19","5.03","0.26","94.8","3.00","0.11","3","0.52","2016-07-24","492800"
"Shonen Idle Z","0","0","6","0","1.23","1.23","0.20","0.26","-30.0","3.00","0.11","20","0.52","2016-07-24","492800"
"Red is Dead (Foil)","0","0","5","0","184.86","184.86","36.97","N/A","0.0","1.29","1.77","1","1.07","2016-07-24","503130"
"Red is Dead","0","0","5","0","2.03","2.03","0.41","N/A","0.0","1.29","1.77","11","1.07","2016-07-24","503130"
"Dragon Rage (Foil)","0","0","5","0","14.22","14.22","2.84","0.37","87.0","3.42","0.60","4","0.44","2016-07-23","498190"
"Dragon Rage","0","0","5","0","0.86","0.86","0.17","0.37","-117.6","3.42","0.60","29","0.44","2016-07-23","498190"
"Voodoo Garden (Foil)","0","0","6","0","10.99","10.99","1.83","0.06","96.7","0.21","0.23","8","0.26","2016-07-23","502770"
"DreamBreak (Foil)","0","0","5","0","5.09","5.09","1.02","0.05","95.1","0.06","0.04","5","0.23","2016-07-23","443570"
"Voodoo Garden","0","0","6","0","0.59","0.59","0.10","0.06","40.0","0.21","0.23","75","0.26","2016-07-23","502770"
"DreamBreak","0","0","5","0","0.44","0.44","0.09","0.05","44.4","0.06","0.04","29","0.23","2016-07-23","443570"
"Legends of Pixelia (Foil)","0","0","9","0","56.53","56.53","6.28","N/A","0.0","0.33","4.72","2","0.48","2016-07-23","371530"
"Legends of Pixelia","0","0","9","0","1.00","1.00","0.11","N/A","0.0","0.33","4.72","14","0.48","2016-07-23","371530"
"Mini Thief (Foil)","0","0","5","0","0.47","0.47","0.09","0.05","44.4","0.03","0.06","14","0.18","2016-07-23","481870"
"Mini Thief","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.03","0.06","72","0.18","2016-07-23","481870"
"The Shadowland (Foil)","0","0","5","0","8.91","8.91","1.78","0.07","96.1","0.24","0.19","5","0.23","2016-07-23","498620"
"The Shadowland","0","0","5","0","0.43","0.43","0.09","0.07","22.2","0.24","0.19","25","0.23","2016-07-23","498620"
"The Away Team (Foil)","0","0","10","0","33.17","33.17","3.32","0.03","99.1","0.06","0.17","4","0.22","2016-07-23","426290"
"The Away Team","0","0","10","0","0.50","0.50","0.05","0.03","40.0","0.06","0.17","47","0.22","2016-07-23","426290"
"Riddles Of The Past (Foil)","0","0","5","0","3.77","3.77","0.75","0.05","93.3","0.08","0.03","8","0.21","2016-07-22","500870"
"Riddles Of The Past","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.08","0.03","63","0.21","2016-07-22","500870"
"SUPERFIGHT (Foil)","0","0","6","0","23.42","23.42","3.90","0.23","94.1","0.07","0.12","7","0.47","2016-07-22","404770"
"SUPERFIGHT","0","0","6","0","1.09","1.09","0.18","0.23","-27.8","0.07","0.12","70","0.47","2016-07-22","404770"
"Quell Zen (Foil)","0","0","5","0","106.80","106.80","21.36","0.81","96.2","0.58","0.48","3","0.47","2016-07-22","490100"
"ASRECorp (Foil)","0","0","5","0","10.86","10.86","2.17","N/A","0.0","0.29","0.23","1","0.42","2016-07-22","498580"
"1 Moment Of Time: Silentville (Foil)","0","0","10","0","2.17","2.17","0.22","0.04","81.8","0.14","0.03","20","0.22","2016-07-22","497400"
"Quell Zen","0","0","5","0","0.89","0.89","0.18","0.81","-350.0","0.58","0.48","17","0.47","2016-07-22","490100"
"ASRECorp","0","0","5","0","0.80","0.80","0.16","N/A","0.0","0.29","0.23","11","0.42","2016-07-22","498580"
"1 Moment Of Time: Silentville","0","0","10","0","0.49","0.49","0.05","0.04","20.0","0.14","0.03","157","0.22","2016-07-22","497400"
"Crystal Cosmos (Foil)","0","0","5","0","2.59","2.59","0.52","0.08","84.6","0.12","1.39","5","0.34","2016-07-22","496590"
"Crystal Cosmos","0","0","5","0","0.65","0.65","0.13","0.08","38.5","0.12","1.39","109","0.34","2016-07-22","496590"
"Ghost Sweeper (Foil)","0","0","10","0","74.14","74.14","7.41","N/A","0.0","27.51","2.16","2","0.35","2016-07-22","496990"
"Sky To Fly: Soulless Leviathan (Foil)","0","0","5","0","5.64","5.64","1.13","0.10","91.2","0.73","0.13","3","0.23","2016-07-22","457810"
"10 Second Ninja X (Foil)","0","0","9","0","4.09","4.09","0.45","0.10","77.8","0.03","0.04","8","0.43","2016-07-22","435790"
"10 Second Ninja X","0","0","9","0","0.93","0.93","0.10","0.10","0.0","0.03","0.04","38","0.43","2016-07-22","435790"
"Sky To Fly: Soulless Leviathan","0","0","5","0","0.45","0.45","0.09","0.10","-11.1","0.73","0.13","25","0.23","2016-07-22","457810"
"Ghost Sweeper","0","0","10","0","0.85","0.85","0.08","N/A","0.0","27.51","2.16","19","0.35","2016-07-22","496990"
"Chime Sharp (Foil)","0","0","12","0","12.16","12.16","1.01","0.04","96.0","0.09","0.15","6","0.31","2016-07-22","326520"
"Chime Sharp","0","0","12","0","0.67","0.67","0.06","0.04","33.3","0.09","0.15","81","0.31","2016-07-22","326520"
"This Book Is A Dungeon (Foil)","0","0","5","0","1.27","1.27","0.25","0.06","76.0","0.03","0.03","9","0.18","2016-07-22","404690"
"This Book Is A Dungeon","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.03","0.03","42","0.18","2016-07-22","404690"
"Crush Your Enemies (Foil)","0","0","6","0","15.15","15.15","2.52","0.04","98.4","0.04","0.05","6","0.18","2016-07-22","406850"
"Crush Your Enemies","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.04","0.05","82","0.18","2016-07-22","406850"
"Extravaganza Rising (Foil)","0","0","7","0","6.90","6.90","0.99","0.04","96.0","0.03","0.03","5","0.21","2016-07-21","501030"
"Extravaganza Rising","0","0","7","0","0.41","0.41","0.06","0.04","33.3","0.03","0.03","81","0.21","2016-07-21","501030"
"Bohemian Killing (Foil)","0","0","6","0","5.72","5.72","0.95","0.05","94.7","0.04","0.08","6","0.21","2016-07-21","492220"
"Bohemian Killing","0","0","6","0","0.46","0.46","0.08","0.05","37.5","0.04","0.08","39","0.21","2016-07-21","492220"
"Blue Solar: Chaos War (Foil)","0","0","5","0","83.78","83.78","16.76","0.31","98.2","0.60","0.40","2","0.52","2016-07-21","501430"
"Blue Solar: Chaos War","0","0","5","0","1.01","1.01","0.20","0.31","-55.0","0.60","0.40","10","0.52","2016-07-21","501430"
"Moribund (Foil)","0","0","8","0","21.69","21.69","2.71","0.05","98.2","0.04","0.45","4","0.24","2016-07-21","500790"
"Demon Hunter 2: New Chapter (Foil)","0","0","5","0","4.65","4.65","0.93","0.05","94.6","0.03","0.04","8","0.18","2016-07-21","465720"
"Moribund","0","0","8","0","0.55","0.55","0.07","0.05","28.6","0.04","0.45","24","0.24","2016-07-21","500790"
"Demon Hunter 2: New Chapter","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.03","0.04","119","0.18","2016-07-21","465720"
"Jack Keane (Foil)","0","0","5","0","64.46","64.46","12.89","0.05","99.6","0.04","0.05","4","0.21","2016-07-21","12340"
"Jack Keane","0","0","5","0","0.41","0.41","0.08","0.05","37.5","0.04","0.05","45","0.21","2016-07-21","12340"
"#killallzombies (Foil)","0","0","5","0","1.75","1.75","0.35","0.12","65.7","0.05","0.03","16","0.39","2016-07-21","303720"
"#killallzombies","0","0","5","0","0.75","0.75","0.15","0.12","20.0","0.05","0.03","30","0.39","2016-07-21","303720"
"Legends of Callasia (Foil)","0","0","9","0","44.58","44.58","4.95","0.12","97.6","4.19","1.19","1","0.52","2016-07-21","438920"
"Legends of Callasia","0","0","9","0","1.07","1.07","0.12","0.12","0.0","4.19","1.19","17","0.52","2016-07-21","438920"
"Bad Rats Show (Foil)","0","0","13","0","32.79","32.79","2.52","0.07","97.2","0.75","0.56","7","0.30","2016-07-20","393200"
"Bad Rats Show","0","0","13","0","0.65","0.65","0.05","0.07","-40.0","0.75","0.56","66","0.30","2016-07-20","393200"
